gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2017-01-08,03:30,Regular,Buchert,Nick,Blair,Curtis,Phillips,Jason,MIL,East,Central,Home,Loss,242,1,101,25,16,14,3,20,80,37,0.4625,57,28,0.4912,23,9,0.3913,20,18,0.9,5,27,32,31,26,21,23,0,0,0,0,39.5062,67.5676,0.5687,0.5188,12.1951,67.5,15.2672,14.3125,3.067,5.2632,1.2625,74.75,61.7769,103.2542,109.3882,-6.134,0.4066,19.2604,1.5625,87.5,WAS,East,Southeast,Away,Win,240,1,107,23,21,10,4,22,84,41,0.4881,52,31,0.5962,32,10,0.3125,18,15,0.8333,13,36,49,24,25,33,25,0,0,0,0,60.4938,56.0976,0.582,0.5476,26.5306,73.4694,18.5972,10.2232,4.0893,7.6923,1.2738,82.25,68.5417,109.3882,103.2542,6.134,0.4457,16.9217,1.0952,47.619,97.8168,97.0084
2017-01-08,06:00,Regular,Workman,Haywoode,Barnaky,Brent,Corbin,Sean,HOU,West,Southwest,Away,Win,241,1,129,27,15,9,6,22,89,46,0.5169,51,35,0.6863,38,11,0.2895,31,26,0.8387,10,29,39,27,34,34,34,0,0,0,0,50.0,58.6957,0.6284,0.5787,22.2222,87.8788,12.7508,8.5507,5.7005,11.7647,1.4494,98.375,81.639,122.5607,115.9101,6.6506,0.4894,18.667,1.8,60.0,TOR,East,Atlantic,Home,Loss,241,0,122,19,19,7,3,25,78,42,0.5385,53,31,0.5849,25,11,0.44,30,27,0.9,4,35,39,37,26,36,23,0,0,0,0,50.0,45.2381,0.6689,0.609,10.2564,89.7436,17.2414,6.6506,2.8502,5.6604,1.5641,80.0,66.39,115.9101,122.5607,-6.6506,0.4516,14.7059,1.0,36.8421,105.254,104.8173
2017-01-08,06:00,Regular,Workman,Haywoode,Barnaky,Brent,Corbin,Sean,TOR,East,Atlantic,Home,Loss,241,0,122,19,19,7,3,25,78,42,0.5385,53,31,0.5849,25,11,0.44,30,27,0.9,4,35,39,37,26,36,23,0,0,0,0,50.0,45.2381,0.6689,0.609,12.1212,77.7778,17.2414,6.6506,2.8502,5.6604,1.5641,80.0,66.39,115.9101,122.5607,-6.6506,0.4516,14.7059,1.0,36.8421,HOU,West,Southwest,Away,Win,241,1,129,27,15,9,6,22,89,46,0.5169,51,35,0.6863,38,11,0.2895,31,26,0.8387,10,29,39,27,34,34,34,0,0,0,0,50.0,58.6957,0.6284,0.5787,25.641,74.359,12.7508,8.5507,5.7005,11.7647,1.4494,98.375,81.639,122.5607,115.9101,6.6506,0.4894,18.667,1.8,60.0,105.254,104.8173
2017-01-08,08:00,Regular,VanDuyne,Justin,Davis,Marc,Boland,Matt,UTA,West,Northwest,Away,Loss,241,1,79,14,18,8,3,19,72,28,0.3889,49,19,0.3878,23,9,0.3913,23,14,0.6087,11,33,44,18,17,16,28,0,0,0,0,54.321,50.0,0.481,0.4514,25.5814,86.8421,17.9784,8.9605,3.3602,6.1224,1.0972,49.625,41.1826,88.4851,98.5656,-10.0805,0.3544,12.2678,0.7778,44.4444,MEM,West,Southwest,Home,Win,240,1,88,19,14,11,3,23,78,34,0.4359,54,25,0.463,24,9,0.375,14,11,0.7857,5,32,37,19,23,21,25,0,0,0,0,45.679,55.8824,0.5228,0.4936,13.5135,86.4865,14.2624,12.3207,3.3602,5.5556,1.1282,60.75,50.625,98.5656,88.4851,10.0805,0.3908,16.2171,1.3571,78.5714,89.2806,88.9101
2017-01-08,08:00,Regular,VanDuyne,Justin,Davis,Marc,Boland,Matt,MEM,West,Southwest,Home,Win,240,1,88,19,14,11,3,23,78,34,0.4359,54,25,0.463,24,9,0.375,14,11,0.7857,5,32,37,19,23,21,25,0,0,0,0,45.679,55.8824,0.5228,0.4936,13.1579,74.4186,14.2624,12.3207,3.3602,5.5556,1.1282,60.75,50.625,98.5656,88.4851,10.0805,0.3908,16.2171,1.3571,78.5714,UTA,West,Northwest,Away,Loss,241,1,79,14,18,8,3,19,72,28,0.3889,49,19,0.3878,23,9,0.3913,23,14,0.6087,11,33,44,18,17,16,28,0,0,0,0,54.321,50.0,0.481,0.4514,25.0,75.0,17.9784,8.9605,3.3602,6.1224,1.0972,49.625,41.1826,88.4851,98.5656,-10.0805,0.3544,12.2678,0.7778,44.4444,89.2806,89.2806
2017-01-08,08:30,Regular,Cutler,Kevin,Smith,Michael,Spooner,Bill,CLE,East,Central,Away,Win,240,2,120,15,20,8,5,12,82,44,0.5366,48,29,0.6042,34,15,0.4412,19,17,0.8947,13,25,38,41,28,24,27,0,0,0,0,51.3514,34.0909,0.664,0.628,36.1111,65.7895,18.1225,8.4876,5.3048,10.4167,1.4634,85.125,70.9375,127.3143,123.0705,4.2438,0.4944,11.9655,0.75,40.0,PHO,West,Pacific,Home,Loss,240,3,116,23,14,12,7,19,87,46,0.5287,60,37,0.6167,27,9,0.3333,19,15,0.7895,13,23,36,28,25,37,26,0,0,0,0,48.6486,50.0,0.6082,0.5805,36.1111,63.8889,12.8018,12.7314,7.4267,11.6667,1.3333,92.375,76.9792,123.0705,127.3143,-4.2438,0.5227,17.3769,1.6429,85.7143,94.2549,94.2549
2017-01-08,08:30,Regular,Cutler,Kevin,Smith,Michael,Spooner,Bill,PHO,West,Pacific,Home,Loss,240,3,116,23,14,12,7,19,87,46,0.5287,60,37,0.6167,27,9,0.3333,19,15,0.7895,13,23,36,28,25,37,26,0,0,0,0,48.6486,50.0,0.6082,0.5805,34.2105,63.8889,12.8018,12.7314,7.4267,11.6667,1.3333,92.375,76.9792,123.0705,127.3143,-4.2438,0.5227,17.3769,1.6429,85.7143,CLE,East,Central,Away,Win,240,2,120,15,20,8,5,12,82,44,0.5366,48,29,0.6042,34,15,0.4412,19,17,0.8947,13,25,38,41,28,24,27,0,0,0,0,51.3514,34.0909,0.664,0.628,34.2105,65.7895,18.1225,8.4876,5.3048,10.4167,1.4634,85.125,70.9375,127.3143,123.0705,4.2438,0.4944,11.9655,0.75,40.0,94.2549,94.2549
2017-01-08,09:00,Regular,Guthrie,David,Goble,John,Smith,Aaron,GS,West,Pacific,Away,Win,240,1,117,33,17,11,6,22,89,45,0.5056,60,35,0.5833,29,10,0.3448,20,17,0.85,13,33,46,24,27,39,27,0,0,0,0,59.7403,73.3333,0.5982,0.5618,30.2326,97.0588,14.8084,10.8282,5.9063,10.0,1.3146,102.5,85.4167,115.1731,104.3449,10.8282,0.4839,22.3275,1.9412,64.7059,SAC,West,Pacific,Home,Loss,238,1,106,21,19,13,5,17,74,36,0.4865,46,25,0.5435,28,11,0.3929,29,23,0.7931,1,30,31,33,25,22,26,0,0,0,0,40.2597,58.3333,0.6109,0.5608,3.2258,96.7742,17.9652,12.797,4.9219,10.8696,1.4324,74.625,62.7101,104.3449,115.1731,-10.8282,0.3913,16.5667,1.1053,68.4211,101.5862,101.5862
2017-01-08,09:00,Regular,Guthrie,David,Goble,John,Smith,Aaron,SAC,West,Pacific,Home,Loss,238,1,106,21,19,13,5,17,74,36,0.4865,46,25,0.5435,28,11,0.3929,29,23,0.7931,1,30,31,33,25,22,26,0,0,0,0,40.2597,58.3333,0.6109,0.5608,2.9412,69.7674,17.9652,12.797,4.9219,10.8696,1.4324,74.625,62.7101,104.3449,115.1731,-10.8282,0.3913,16.5667,1.1053,68.4211,GS,West,Pacific,Away,Win,240,1,117,33,17,11,6,22,89,45,0.5056,60,35,0.5833,29,10,0.3448,20,17,0.85,13,33,46,24,27,39,27,0,0,0,0,59.7403,73.3333,0.5982,0.5618,28.2609,71.7391,14.8084,10.8282,5.9063,10.0,1.3146,102.5,85.4167,115.1731,104.3449,10.8282,0.4839,22.3275,1.9412,64.7059,101.5862,102.4399
2017-01-08,09:30,Regular,Orr,J.T.,Taylor,Dedric,Mauer,Ken,ORL,East,Southeast,Away,Loss,241,2,95,24,18,5,3,20,90,34,0.3778,64,27,0.4219,26,7,0.2692,29,20,0.6897,18,36,54,34,26,9,26,0,0,0,0,53.4653,70.5882,0.4622,0.4167,30.5085,85.7143,14.9056,4.9011,2.9406,4.6875,1.0556,65.625,54.4606,93.12,108.8034,-15.6834,0.3778,16.5792,1.3333,27.7778,LAL,West,Pacific,Home,Win,240,1,111,23,13,8,5,21,87,42,0.4828,55,34,0.6182,32,8,0.25,24,19,0.7917,6,41,47,40,22,19,30,0,0,0,0,46.5347,54.7619,0.5689,0.5287,12.766,87.234,11.7583,7.8417,4.9011,9.0909,1.2759,86.0,71.6667,108.8034,93.12,15.6834,0.4468,17.2207,1.7692,61.5385,102.0189,101.5956
2017-01-08,09:30,Regular,Orr,J.T.,Taylor,Dedric,Mauer,Ken,LAL,West,Pacific,Home,Win,240,1,111,23,13,8,5,21,87,42,0.4828,55,34,0.6182,32,8,0.25,24,19,0.7917,6,41,47,40,22,19,30,0,0,0,0,46.5347,54.7619,0.5689,0.5287,14.2857,69.4915,11.7583,7.8417,4.9011,9.0909,1.2759,86.0,71.6667,108.8034,93.12,15.6834,0.4468,17.2207,1.7692,61.5385,ORL,East,Southeast,Away,Loss,241,2,95,24,18,5,3,20,90,34,0.3778,64,27,0.4219,26,7,0.2692,29,20,0.6897,18,36,54,34,26,9,26,0,0,0,0,53.4653,70.5882,0.4622,0.4167,33.3333,66.6667,14.9056,4.9011,2.9406,4.6875,1.0556,65.625,54.4606,93.12,108.8034,-15.6834,0.3778,16.5792,1.3333,27.7778,102.0189,102.0189
2017-01-08,12:00,Regular,Tiven,Josh,Twardoski,Scott,Garretson,Ron,PHI,East,Atlantic,Away,Win,241,2,105,19,13,11,5,17,94,37,0.3936,67,29,0.4328,27,8,0.2963,27,23,0.8519,6,40,46,24,22,32,27,0,0,0,0,53.4884,51.3514,0.4958,0.4362,14.2857,90.9091,10.9354,10.3872,4.7214,7.4627,1.117,73.875,61.3071,99.1504,89.7075,9.4429,0.3663,13.7801,1.4615,84.6154,BKN,East,Atlantic,Home,Loss,239,2,95,21,22,6,8,23,78,36,0.4615,51,26,0.5098,27,10,0.3704,17,13,0.7647,4,36,40,27,30,16,22,0,0,0,0,46.5116,58.3333,0.5557,0.5256,10.0,90.0,20.4689,5.6657,7.5543,15.6863,1.2179,62.625,52.4059,89.7075,99.1504,-9.4429,0.375,16.345,0.9545,27.2727,105.8997,105.4603
2017-01-08,12:00,Regular,Tiven,Josh,Twardoski,Scott,Garretson,Ron,BKN,East,Atlantic,Home,Loss,239,2,95,21,22,6,8,23,78,36,0.4615,51,26,0.5098,27,10,0.3704,17,13,0.7647,4,36,40,27,30,16,22,0,0,0,0,46.5116,58.3333,0.5557,0.5256,9.0909,85.7143,20.4689,5.6657,7.5543,15.6863,1.2179,62.625,52.4059,89.7075,99.1504,-9.4429,0.375,16.345,0.9545,27.2727,PHI,East,Atlantic,Away,Win,241,2,105,19,13,11,5,17,94,37,0.3936,67,29,0.4328,27,8,0.2963,27,23,0.8519,6,40,46,24,22,32,27,0,0,0,0,53.4884,51.3514,0.4958,0.4362,13.0435,86.9565,10.9354,10.3872,4.7214,7.4627,1.117,73.875,61.3071,99.1504,89.7075,9.4429,0.3663,13.7801,1.4615,84.6154,105.8997,106.3428
2017-01-08,18:00,Regular,Forte,Brian,Scott,Kevin,Wood,Leon,POR,West,Northwest,Home,Loss,289,3,124,36,19,5,6,11,98,51,0.5204,63,36,0.5714,35,15,0.4286,12,7,0.5833,7,35,42,30,26,31,19,8,10,0,0,50.6024,70.5882,0.6003,0.5969,16.6667,85.3659,15.5381,4.4398,5.3278,9.5238,1.2653,101.75,70.4152,110.1082,110.9962,-0.888,0.4636,22.7445,1.8947,26.3158,DET,East,Central,Away,Win,289,3,125,19,10,14,3,16,105,54,0.5143,80,46,0.575,25,8,0.32,12,9,0.75,6,35,41,31,22,27,26,8,11,0,0,49.3976,35.1852,0.5667,0.5524,14.6341,85.3659,8.3139,12.4316,2.6639,3.75,1.1905,92.0,63.6678,110.9962,110.1082,0.888,0.4954,13.6416,1.9,140.0,112.6165,93.5224
2017-01-08,18:00,Regular,Forte,Brian,Scott,Kevin,Wood,Leon,DET,East,Central,Away,Win,289,3,125,19,10,14,3,16,105,54,0.5143,80,46,0.575,25,8,0.32,12,9,0.75,6,35,41,31,22,27,26,8,11,0,0,49.3976,35.1852,0.5667,0.5524,14.6341,83.3333,8.3139,12.4316,2.6639,3.75,1.1905,92.0,63.6678,110.9962,110.1082,0.888,0.4954,13.6416,1.9,140.0,POR,West,Northwest,Home,Loss,289,3,124,36,19,5,6,11,98,51,0.5204,63,36,0.5714,35,15,0.4286,12,7,0.5833,7,35,42,30,26,31,19,8,10,0,0,50.6024,70.5882,0.6003,0.5969,16.6667,83.3333,15.5381,4.4398,5.3278,9.5238,1.2653,101.75,70.4152,110.1082,110.9962,-0.888,0.4636,22.7445,1.8947,26.3158,112.6165,93.5224
2017-01-09,07:30,Regular,Goble,Jacyn,Taylor,Ben,Crawford,Dan,NO,West,Southwest,Away,Win,238,2,110,24,11,11,7,14,85,41,0.4824,58,29,0.5,27,12,0.4444,19,16,0.8421,9,31,40,29,31,31,19,0,0,0,0,47.0588,58.5366,0.5891,0.5529,21.4286,72.093,10.5404,11.8741,7.5562,12.069,1.2941,95.375,80.1471,118.7407,103.6283,15.1124,0.4713,18.6974,2.1818,100.0,NY,East,Atlantic,Home,Loss,241,2,96,17,15,5,4,18,85,36,0.4235,56,25,0.4464,29,11,0.3793,16,13,0.8125,12,33,45,26,25,15,30,0,0,0,0,52.9412,47.2222,0.5215,0.4882,26.6667,73.3333,14.0135,5.3973,4.3178,7.1429,1.1294,65.0,53.9419,103.6283,118.7407,-15.1124,0.4091,13.7053,1.1333,33.3333,92.6388,93.4173
2017-01-09,07:30,Regular,Goble,Jacyn,Taylor,Ben,Crawford,Dan,NY,East,Atlantic,Home,Loss,241,2,96,17,15,5,4,18,85,36,0.4235,56,25,0.4464,29,11,0.3793,16,13,0.8125,12,33,45,26,25,15,30,0,0,0,0,52.9412,47.2222,0.5215,0.4882,27.907,78.5714,14.0135,5.3973,4.3178,7.1429,1.1294,65.0,53.9419,103.6283,118.7407,-15.1124,0.4091,13.7053,1.1333,33.3333,NO,West,Southwest,Away,Win,238,2,110,24,11,11,7,14,85,41,0.4824,58,29,0.5,27,12,0.4444,19,16,0.8421,9,31,40,29,31,31,19,0,0,0,0,47.0588,58.5366,0.5891,0.5529,22.5,77.5,10.5404,11.8741,7.5562,12.069,1.2941,95.375,80.1471,118.7407,103.6283,15.1124,0.4713,18.6974,2.1818,100.0,92.6388,92.2544
2017-01-09,08:00,Regular,Buchert,Nick,Stafford,Derrick,Richardson,Derek,OKC,West,Northwest,Away,Win,241,2,109,30,12,5,5,17,83,47,0.5663,59,40,0.678,24,7,0.2917,11,8,0.7273,6,36,42,26,35,28,20,0,0,0,0,52.5,63.8298,0.6204,0.6084,17.1429,80.0,12.0192,5.3793,5.3793,8.4746,1.3133,95.125,78.9419,117.2689,101.1309,16.138,0.5281,23.1054,2.5,41.6667,CHI,East,Central,Home,Loss,239,2,94,18,11,7,3,13,84,34,0.4048,64,27,0.4219,20,7,0.35,22,19,0.8636,9,29,38,20,26,21,27,0,0,0,0,47.5,52.9412,0.5017,0.4464,23.6842,76.3158,10.5082,7.531,3.2276,4.6875,1.119,64.0,53.5565,101.1309,117.2689,-16.138,0.3953,14.6723,1.6364,63.6364,92.9488,92.5631
2017-01-09,08:00,Regular,Buchert,Nick,Stafford,Derrick,Richardson,Derek,CHI,East,Central,Home,Loss,239,2,94,18,11,7,3,13,84,34,0.4048,64,27,0.4219,20,7,0.35,22,19,0.8636,9,29,38,20,26,21,27,0,0,0,0,47.5,52.9412,0.5017,0.4464,20.0,82.8571,10.5082,7.531,3.2276,4.6875,1.119,64.0,53.5565,101.1309,117.2689,-16.138,0.3953,14.6723,1.6364,63.6364,OKC,West,Northwest,Away,Win,241,2,109,30,12,5,5,17,83,47,0.5663,59,40,0.678,24,7,0.2917,11,8,0.7273,6,36,42,26,35,28,20,0,0,0,0,52.5,63.8298,0.6204,0.6084,14.2857,85.7143,12.0192,5.3793,5.3793,8.4746,1.3133,95.125,78.9419,117.2689,101.1309,16.138,0.5281,23.1054,2.5,41.6667,92.9488,93.3377
2017-01-09,08:00,Regular,Workman,Haywoode,Barnaky,Brent,Adams,Bennie,DAL,West,Southwest,Away,Loss,240,1,92,24,14,3,2,21,78,36,0.4615,50,23,0.46,28,13,0.4643,9,7,0.7778,5,20,25,19,27,24,22,0,0,0,0,37.3134,66.6667,0.5612,0.5449,13.1579,68.9655,14.5894,3.3747,2.2498,4.0,1.1795,54.625,45.5208,103.491,113.6151,-10.1241,0.4138,20.0067,1.7143,21.4286,MIN,West,Northwest,Home,Win,239,2,101,30,19,11,4,24,71,40,0.5634,55,34,0.6182,16,6,0.375,21,15,0.7143,9,33,42,33,21,23,24,0,0,0,0,62.6866,75.0,0.6294,0.6056,21.4286,78.5714,19.1455,12.3739,4.4996,7.2727,1.4225,87.625,73.3264,113.6151,103.491,10.1241,0.4938,23.2126,1.5789,57.8947,88.8966,88.8966
2017-01-09,08:00,Regular,Workman,Haywoode,Barnaky,Brent,Adams,Bennie,MIN,West,Northwest,Home,Win,239,2,101,30,19,11,4,24,71,40,0.5634,55,34,0.6182,16,6,0.375,21,15,0.7143,9,33,42,33,21,23,24,0,0,0,0,62.6866,75.0,0.6294,0.6056,31.0345,86.8421,19.1455,12.3739,4.4996,7.2727,1.4225,87.625,73.3264,113.6151,103.491,10.1241,0.4938,23.2126,1.5789,57.8947,DAL,West,Southwest,Away,Loss,240,1,92,24,14,3,2,21,78,36,0.4615,50,23,0.46,28,13,0.4643,9,7,0.7778,5,20,25,19,27,24,22,0,0,0,0,37.3134,66.6667,0.5612,0.5449,20.0,80.0,14.5894,3.3747,2.2498,4.0,1.1795,54.625,45.5208,103.491,113.6151,-10.1241,0.4138,20.0067,1.7143,21.4286,88.8966,89.2686
2017-01-10,07:00,Regular,Fitzgerald,Kane,Kirkland,Courtney,Ayotte,Mark,CHI,East,Central,Away,Loss,240,0,99,19,18,10,2,18,88,35,0.3977,61,25,0.4098,27,10,0.3704,21,19,0.9048,12,32,44,36,25,16,22,0,0,0,0,51.1628,54.2857,0.509,0.4545,25.5319,82.0513,15.6196,10.0177,2.0035,3.2787,1.125,65.125,54.2708,99.1749,101.1785,-2.0036,0.3723,14.1538,1.0556,55.5556,WAS,East,Southeast,Home,Win,241,2,101,24,21,8,6,24,83,42,0.506,61,31,0.5082,22,11,0.5,9,6,0.6667,7,35,42,26,23,32,20,0,0,0,0,48.8372,57.1429,0.5807,0.5723,16.6667,83.3333,19.4516,8.0141,6.0106,9.8361,1.2169,73.625,61.0996,101.1785,99.1749,2.0036,0.433,18.1873,1.1429,38.0952,99.8236,99.8236
2017-01-10,07:00,Regular,Fitzgerald,Kane,Kirkland,Courtney,Ayotte,Mark,WAS,East,Southeast,Home,Win,241,2,101,24,21,8,6,24,83,42,0.506,61,31,0.5082,22,11,0.5,9,6,0.6667,7,35,42,26,23,32,20,0,0,0,0,48.8372,57.1429,0.5807,0.5723,17.9487,74.4681,19.4516,8.0141,6.0106,9.8361,1.2169,73.625,61.0996,101.1785,99.1749,2.0036,0.433,18.1873,1.1429,38.0952,CHI,East,Central,Away,Loss,240,0,99,19,18,10,2,18,88,35,0.3977,61,25,0.4098,27,10,0.3704,21,19,0.9048,12,32,44,36,25,16,22,0,0,0,0,51.1628,54.2857,0.509,0.4545,27.2727,72.7273,15.6196,10.0177,2.0035,3.2787,1.125,65.125,54.2708,99.1749,101.1785,-2.0036,0.3723,14.1538,1.0556,55.5556,99.8236,99.4094
2017-01-10,07:30,Regular,Goble,Jacyn,Malloy,Ed,Collins,Derrick,ATL,East,Southeast,Away,Win,240,2,117,25,12,11,12,17,92,44,0.4783,69,37,0.5362,23,7,0.3043,38,22,0.5789,15,38,53,35,26,25,31,0,0,0,0,52.4752,56.8182,0.5381,0.5163,30.0,74.5098,9.9404,10.7944,11.7757,17.3913,1.2717,104.75,87.2917,114.8132,95.187,19.6262,0.4944,17.1562,2.0833,91.6667,BKN,East,Atlantic,Home,Loss,239,1,97,22,18,5,4,24,87,35,0.4023,58,25,0.431,29,10,0.3448,23,17,0.7391,13,35,48,29,14,27,27,0,0,0,0,47.5248,62.8571,0.4994,0.4598,27.0833,72.9167,15.6359,4.9065,3.9252,6.8966,1.1149,63.375,53.0335,95.187,114.8132,-19.6262,0.3804,16.0443,1.2222,27.7778,101.9047,101.9047
2017-01-10,07:30,Regular,Goble,Jacyn,Malloy,Ed,Collins,Derrick,BKN,East,Atlantic,Home,Loss,239,1,97,22,18,5,4,24,87,35,0.4023,58,25,0.431,29,10,0.3448,23,17,0.7391,13,35,48,29,14,27,27,0,0,0,0,47.5248,62.8571,0.4994,0.4598,25.4902,70.0,15.6359,4.9065,3.9252,6.8966,1.1149,63.375,53.0335,95.187,114.8132,-19.6262,0.3804,16.0443,1.2222,27.7778,ATL,East,Southeast,Away,Win,240,2,117,25,12,11,12,17,92,44,0.4783,69,37,0.5362,23,7,0.3043,38,22,0.5789,15,38,53,35,26,25,31,0,0,0,0,52.4752,56.8182,0.5381,0.5163,28.3019,71.6981,9.9404,10.7944,11.7757,17.3913,1.2717,104.75,87.2917,114.8132,95.187,19.6262,0.4944,17.1562,2.0833,91.6667,101.9047,102.3311
2017-01-10,07:30,Regular,Wright,Sean,Cutler,Kevin,Tiven,Josh,BOS,East,Atlantic,Away,Loss,241,3,106,21,15,7,3,20,85,40,0.4706,58,31,0.5345,27,9,0.3333,20,17,0.85,6,27,33,18,37,29,22,0,0,0,0,39.759,52.5,0.565,0.5235,15.3846,61.3636,13.7868,7.0931,3.0399,5.1724,1.2471,67.0,55.6017,107.4092,115.5156,-8.1064,0.4255,16.1787,1.4,46.6667,TOR,East,Atlantic,Home,Win,240,2,114,17,18,9,7,21,87,41,0.4713,65,31,0.4769,22,10,0.4545,27,22,0.8148,17,33,50,23,23,34,34,0,0,0,0,60.241,41.4634,0.5765,0.5287,34.0,66.0,15.4004,9.1196,7.0931,10.7692,1.3103,84.875,70.7292,115.5156,107.4092,8.1064,0.4659,12.6979,0.9444,50.0,98.688,98.2785
2017-01-10,07:30,Regular,Wright,Sean,Cutler,Kevin,Tiven,Josh,TOR,East,Atlantic,Home,Win,240,2,114,17,18,9,7,21,87,41,0.4713,65,31,0.4769,22,10,0.4545,27,22,0.8148,17,33,50,23,23,34,34,0,0,0,0,60.241,41.4634,0.5765,0.5287,38.6364,84.6154,15.4004,9.1196,7.0931,10.7692,1.3103,84.875,70.7292,115.5156,107.4092,8.1064,0.4659,12.6979,0.9444,50.0,BOS,East,Atlantic,Away,Loss,241,3,106,21,15,7,3,20,85,40,0.4706,58,31,0.5345,27,9,0.3333,20,17,0.85,6,27,33,18,37,29,22,0,0,0,0,39.759,52.5,0.565,0.5235,18.1818,81.8182,13.7868,7.0931,3.0399,5.1724,1.2471,67.0,55.6017,107.4092,115.5156,-8.1064,0.4255,16.1787,1.4,46.6667,98.688,98.688
2017-01-10,08:00,Regular,VanDuyne,Justin,Mott,Rodney,Davis,Marc,CHA,East,Southeast,Away,Loss,240,2,114,30,11,3,4,21,92,44,0.4783,49,25,0.5102,43,19,0.4419,9,7,0.7778,5,38,43,26,21,32,35,0,0,0,0,49.4253,68.1818,0.594,0.5815,11.6279,86.3636,10.2842,3.0046,4.0061,8.1633,1.2391,90.625,75.5208,114.173,121.1836,-7.0106,0.449,21.9042,2.7273,27.2727,HOU,West,Southwest,Home,Win,241,2,121,25,10,8,5,17,82,40,0.4878,43,23,0.5349,39,17,0.4359,33,24,0.7273,6,38,44,32,35,29,25,0,0,0,0,50.5747,62.5,0.6268,0.5915,13.6364,86.3636,9.3879,8.0121,5.0076,11.6279,1.4756,101.125,83.9212,121.1836,114.173,7.0106,0.4651,19.0085,2.5,80.0,99.8485,99.8485
2017-01-10,08:00,Regular,VanDuyne,Justin,Mott,Rodney,Davis,Marc,HOU,West,Southwest,Home,Win,241,2,121,25,10,8,5,17,82,40,0.4878,43,23,0.5349,39,17,0.4359,33,24,0.7273,6,38,44,32,35,29,25,0,0,0,0,50.5747,62.5,0.6268,0.5915,13.6364,88.3721,9.3879,8.0121,5.0076,11.6279,1.4756,101.125,83.9212,121.1836,114.173,7.0106,0.4651,19.0085,2.5,80.0,CHA,East,Southeast,Away,Loss,240,2,114,30,11,3,4,21,92,44,0.4783,49,25,0.5102,43,19,0.4419,9,7,0.7778,5,38,43,26,21,32,35,0,0,0,0,49.4253,68.1818,0.594,0.5815,11.6279,88.3721,10.2842,3.0046,4.0061,8.1633,1.2391,90.625,75.5208,114.173,121.1836,-7.0106,0.449,21.9042,2.7273,27.2727,99.8485,99.4342
2017-01-10,08:30,Regular,Twardoski,Scott,Forte,Brian,Spooner,Bill,MIL,East,Central,Away,Win,239,2,109,32,12,8,6,18,84,44,0.5238,65,34,0.5231,19,10,0.5263,13,11,0.8462,11,27,38,23,30,30,26,0,0,0,0,48.1013,72.7273,0.6074,0.5833,28.2051,67.5,11.7971,8.8043,6.6032,9.2308,1.2976,97.375,81.4854,119.9584,117.7574,2.201,0.5176,23.9306,2.6667,66.6667,SA,West,Southwest,Home,Loss,241,3,107,22,15,5,7,10,88,42,0.4773,58,30,0.5172,30,12,0.4,14,11,0.7857,13,28,41,23,36,30,18,0,0,0,0,51.8987,52.381,0.5682,0.5455,31.7073,68.2927,13.7413,5.5027,7.7038,12.069,1.2159,83.75,69.5021,117.7574,119.9584,-2.201,0.4667,16.7734,1.4667,33.3333,90.8648,91.245
